Region,Sex,Age,Exposure,Deaths,Baseline,Baseline2,Excess,Excess_pos,Excess_epi,lp,up,epi_lp,epi_up,p_score,p_score_pos,p_score_epi,Excess_pos_rate,Excess_epi_rate
British Columbia,b,0,52932.9042189656,910,777.4382570647969,760.560384190603,132.56174293520317,149.439615809397,86.5859776364302,20,890,20,260,17.051095920554182,21.867755952157264,11.137344586479948,282.31894322521134,163.5768505696441
British Columbia,b,45,27069.05844484252,2320,2125.348124761509,2092.750946022111,194.65187523849073,227.24905397788933,71.2691439303569,7,2313,7,383,9.158587855358213,12.416490992929742,3.3532927194388273,839.515916081622,263.2863794489898
British Columbia,b,65,16540.003927622904,6425,6288.508222427658,6124.899748327848,136.49177757234196,300.10025167215224,133.6184703488459,64.97500000000014,6360.025,64.97500000000014,725.0249999999999,2.1704953344189093,7.57087862374497,2.1248039379562655,1814.3904498774932,807.8502939512257
British Columbia,b,85,2318.585043895103,5685,5703.691348416262,5512.237480645778,-18.691348416262485,172.76251935422192,0,0,5685,0,0,-0.32770616911892425,6.607414655183486,0,7451.204768576866,0
British Columbia,b,All,98860.55163532615,15340,14835.586215063913,14741.55794407177,504.4137849360865,598.4420559282305,346.21338527786963,124,15216,124,3281,3.4000259755418982,4.697402605257506,2.333668385320209,605.3395879640099,350.2037764820201
British Columbia,f,0,25993.082232158704,260,249.5368231652641,217.29082967830695,10.463176834735883,42.70917032169305,12.54863683423257,5,255,5,20,4.193039208408256,34.4953185183283,5.0287715756971885,164.3097572663128,48.27683274401127
British Columbia,f,45,13917.20910651358,815,813.4210291682128,768.9923219719644,1.5789708317871245,46.0076780280356,0,0,815,0,0,0.1941148280124816,11.760375577271498,0,330.58120831498417,0
British Columbia,f,65,8651.65934759496,2620,2643.285283147589,2510.9707627831035,-23.2852831475888,109.02923721689642,36.10430356197034,11.975000000000136,2608.0249999999996,11.975000000000136,163.02499999999986,-0.8809220592285505,9.611571793607098,1.3658875109756607,1260.2118603664744,417.3107390318926
British Columbia,f,85,1401.5417743732846,3240,3256.8044233193414,3144.9546239250253,-16.80442331934131,95.04537607497457,0,0,3240,0,0,-0.515978890197355,6.578637856818337,0,6781.487203082134,0
British Columbia,f,All,49963.49246064053,6935,6941.126907348065,6752.434304341323,-6.126907348065174,182.56569565867738,96.5058212045156,13,6922,13,817,-0.08826963445344171,5.498140106697935,1.3903480298329107,365.398187091297,193.15267298525913
British Columbia,m,0,26939.821986806906,650,526.6846408491075,509.3705152329806,123.31535915089253,140.6294847670194,78.66727697775335,25,625,25,185,23.413509638725483,31.00760755869516,14.93631499314807,522.0134150696657,292.01112396465965
British Columbia,m,45,13151.849338328946,1505,1311.5142464814735,1285.2446662961468,193.48575351852656,219.7553337038533,117.28013727360617,29,1476,29,416,14.752851830440239,19.14226297458066,8.942345657948048,1670.9082354175985,891.7387529053584
British Columbia,m,65,7888.344580027946,3805,3576.6687360473315,3512.0724167518883,228.33126395266837,292.9275832481116,186.54337113432817,76.97500000000014,3728.0249999999996,76.97500000000014,823.0249999999999,6.383908625684009,10.179855655545044,5.215561878970143,3713.422762866602,2364.7974456722745
British Columbia,m,85,917.0432695218185,2445,2442.6743173894547,2319.5689450185837,2.325682610545229,125.43105498141608,22.801472925773055,3,2442,3,142,0.0952105073520837,10.714767840207307,0.9334634897271599,13677.768448899978,2486.4118939188784
British Columbia,m,All,48897.05917468561,8405,7892.24706599344,7857.398021178546,512.7529340065602,547.6019788214539,288.21054012284765,84,8321,84,2211,6.496919441561055,7.412772295185133,3.651818521555228,1119.907798268882,589.4230552663921
Alberta,b,0,51998.205835774555,960,735.1545183875676,729.1029483047677,224.84548161243237,230.8970516952324,112.1577844755468,46,914,46,249,30.58479217479224,32.49865088722519,15.256355183879599,444.0481127838764,215.69548924394368
Alberta,b,45,21204.726316493503,1885,1788.6411458454122,1750.6228376958632,96.3588541545879,134.37716230413685,30.40834342753665,11,1874,11,109,5.38726587937477,9.847664884835483,1.700080728779385,633.713259480342,143.40361188196223
Alberta,b,65,10281.518466179296,4290,4189.757255412576,4127.352589586172,100.24274458742337,162.64741041382825,0,0,4290,0,0,2.392566883389824,5.4526981001833175,0,1581.9395836213432,0
Alberta,b,85,1372.6552788802303,3450,3569.6820584837114,3398.3441496433547,-119.68205848371147,51.6558503566454,0,0,3450,0,0,-3.3527372052442272,6.561835687548134,0,3763.2063309285227,0
Alberta,b,All,84857.10589732758,10590,10305.915828948067,10227.161175444062,284.08417105193234,362.8388245559374,0,0,10590,0,0,2.7565155369693173,4.317849992627787,0,427.5880266231944,0
Alberta,f,0,25464.83881296854,315,257.68646174515027,235.03768388995894,57.31353825484976,79.96231611004106,24.37105790743442,10,305,10,40,22.24157911389708,43.657294552508155,9.457640010415913,314.01069018084047,95.70474051075834
Alberta,f,45,10506.690472014425,700,664.5705711167816,640.220252068887,35.42942888321844,59.77974793111295,11.733182258273239,0.9750000000001364,699.0249999999999,0.9750000000001364,44.024999999999864,5.33117631490676,13.140800639645377,1.76552841311588,568.968392952491,111.67343598372574
Alberta,f,65,5363.728632991142,1865,1857.4112668086984,1784.0379091141547,7.588733191301614,80.96209088584538,0,0,1865,0,0,0.4085650457122503,8.650906339598063,0,1509.4367449513566,0
Alberta,f,85,852.5934698787057,1995,2053.891715511354,1936.5532328130498,-58.89171551135411,58.44676718695027,0,0,1995,0,0,-2.8673232900543577,9.077222712329359,0,6855.174154132942,0
