P1,P2,CFR1,CFR2,diff,alpha,beta
Canada,Canada,0.08202702958849063,0.08202702958849063,0,0,0
Canada,Belgium,0.08202702958849063,0.15359274912553345,0.07156571953704283,0.05064893756248413,0.0209167819745587
Canada,Denmark,0.08202702958849063,0.04715082068751936,-0.03487620890097127,-0.02568123778560346,-0.009194971115367807
Canada,Germany,0.08202702958849063,0.04640071854078157,-0.03562631104770905,-0.01906706587852263,-0.01655924516918642
Canada,Italy,0.08202702958849063,0.1403809815215279,0.058353951933037246,0.04575792473132224,0.01259602720171501
Canada,Netherlands,0.08202702958849063,0.1227639987947795,0.04073696920628887,0.03139159930495588,0.009345369901332995
Canada,Sweden,0.08202702958849063,0.07399136318996946,-0.008035666398521154,-0.012277536156047065,0.004241869757525911
Canada,USA,0.08202702958849063,0.05040745752962722,-0.031619572058863406,-0.029214785244299817,-0.002404786814563588
